participant_id,additional_doses,ad_recall,ad_emotion,trust_medical_endline,trust_government_endline,trust_pharma_endline,trust_media_endline,understand_vaccines_endline,vaccine_immunity_endline,personal_choice_endline,social_influence_endline,social_media_impact_endline,external_pressure_endline,judged_endline,bad_reaction_endline,variant_concern_endline,safety_concern_endline,conflicting_info_endline,short_term_effects_endline,long_term_effects_endline,risk_exaggerated_endline,preventive_measures_endline,access_delay_endline,incentives_help_endline,overall_view_change
847,Yes,Yes,No strong feelings (neutral),4,5,4,5,3,4,4,2,3,2,3,1,1,5,3,1,2,1,1,1,4,Does not change
1604,No,No,No strong feelings (neutral),4,3,5,5,3,1,1,3,5,3,5,2,1,5,1,1,4,2,4,2,5,Does not change
1557,No,Yes,More anxious about side effects,3,5,5,5,5,4,3,4,3,3,5,2,1,3,1,1,4,3,3,3,1,Much more positive
760,Yes,No,No strong feelings (neutral),5,5,4,4,5,4,3,3,2,4,2,4,1,1,2,4,2,1,4,1,2,Does not change
2905,Yes,Yes,Overwhelmed,1,5,5,1,3,5,3,5,3,3,4,5,1,1,5,3,5,5,4,4,4,Positive
116,No,Yes,NA,3,1,3,3,4,1,5,3,5,3,4,4,5,1,3,2,5,2,4,1,2,Does not change
2978,No,No,No strong feelings (neutral),5,5,5,1,5,5,3,3,5,4,1,2,2,3,4,3,1,4,4,5,3,Does not change
2450,Yes,No,NA,2,3,5,5,5,1,4,1,2,1,4,5,1,4,5,1,2,2,5,2,5,Positive
3699,No,Yes,More confident in vaccines,4,5,1,3,5,5,2,5,3,1,1,1,1,1,1,4,3,2,1,4,3,Much more negative
3522,No,Yes,More confident in vaccines,3,3,5,2,4,5,5,4,2,1,2,1,4,2,1,1,1,2,1,2,3,Does not change
2204,No,Yes,No strong feelings (neutral),5,4,4,5,2,5,5,4,2,4,2,1,1,4,4,2,3,1,1,1,4,Does not change
2141,No,Yes,More confident in vaccines,4,1,3,4,1,4,1,3,3,1,3,3,2,5,4,4,1,1,4,4,4,Does not change
4003,No,No,No strong feelings (neutral),2,1,4,2,1,4,1,3,3,3,3,1,4,5,4,4,4,4,4,3,3,Does not change
3444,No,Yes,More confident in vaccines,4,2,3,3,3,5,2,3,4,3,2,4,4,2,1,3,3,2,2,3,4,Does not change
2014,No,No,No strong feelings (neutral),3,1,4,1,2,5,3,5,3,3,4,3,1,3,5,4,3,4,3,4,1,Negative
1065,No,Yes,More confident in vaccines,4,2,2,2,1,1,4,1,4,1,4,2,1,2,4,2,2,3,4,3,4,Positive
644,Yes,No,NA,5,4,5,2,3,1,3,2,3,5,2,5,1,2,5,5,5,2,1,1,4,Does not change
709,Yes,Yes,More confident in vaccines,5,3,3,5,5,4,2,1,3,1,1,4,4,1,2,3,2,3,2,1,1,Does not change
1745,Yes,No,No strong feelings (neutral),5,2,1,2,3,1,3,4,2,1,1,3,3,2,5,3,3,3,2,5,2,Does not change
293,Yes,Yes,More confident in vaccines,1,3,4,5,2,1,4,3,3,3,5,2,3,3,5,3,5,1,2,5,4,Does not change
3710,No,Yes,No strong feelings (neutral),1,3,3,5,2,1,4,3,3,5,4,4,1,3,5,3,4,2,1,2,3,Negative
4153,No,No,No strong feelings (neutral),2,4,5,2,1,2,4,1,2,4,4,2,3,1,4,4,4,5,5,1,4,Does not change
2467,Yes,Yes,More confident in vaccines,4,2,2,4,1,2,4,3,1,1,1,3,1,1,3,2,3,3,1,2,5,Does not change
3037,Yes,No,No strong feelings (neutral),5,4,5,5,4,4,2,2,3,1,4,4,1,1,3,1,1,2,1,4,1,Much more positive
2805,No,Yes,NA,2,2,4,3,2,4,3,1,4,2,4,3,4,4,1,3,5,5,2,3,4,Does not change
4925,No,No,No strong feelings (neutral),3,4,3,4,5,2,3,3,2,2,1,4,2,4,1,1,2,4,3,3,3,Does not change
1456,No,Yes,More confident in vaccines,1,1,4,4,3,3,2,4,1,5,5,4,4,2,3,5,1,3,3,3,4,Positive
3075,No,No,Overwhelmed,5,5,3,3,2,2,5,5,2,1,1,4,2,2,5,4,1,1,4,1,3,Negative
1194,Yes,Yes,More confident in vaccines,5,1,3,5,5,5,3,3,4,2,5,1,3,1,2,2,2,1,3,1,1,Does not change
4621,Yes,Yes,More motivated to protect others,3,5,2,5,3,3,3,3,3,3,4,4,2,1,2,2,3,1,4,3,3,Positive
190,Yes,No,Overwhelmed,5,4,4,5,5,4,3,4,5,1,2,1,4,2,5,4,4,2,4,4,4,Does not change
3641,Yes,Yes,More motivated to protect others,5,3,5,5,3,3,4,1,3,2,3,5,2,1,1,5,3,1,2,3,1,Does not change
2629,No,No,No strong feelings (neutral),2,2,1,1,1,2,4,3,4,3,5,3,4,4,4,4,5,5,5,4,5,Does not change
3839,Yes,Yes,More confident in vaccines,5,5,3,4,4,3,4,3,3,4,2,3,2,2,1,1,1,1,2,2,1,Much more negative
529,No,Yes,More confident in vaccines,3,3,2,5,5,4,4,3,4,3,3,3,2,1,1,4,3,4,4,2,4,Positive
4469,Yes,No,NA,5,5,3,1,3,4,1,5,3,3,5,4,2,3,3,4,4,1,3,2,5,Does not change
3939,Yes,Yes,NA,5,4,5,5,4,5,3,3,4,2,4,3,3,1,5,3,2,2,3,4,3,Much more positive
149,Yes,No,No strong feelings (neutral),2,4,2,3,4,4,3,3,4,3,5,3,3,2,3,3,5,2,3,3,1,Much more negative
696,No,Yes,No strong feelings (neutral),5,5,4,4,5,3,3,1,3,2,2,3,2,1,1,4,1,2,2,4,1,Does not change
4257,Yes,No,More confident in vaccines,1,1,5,3,3,3,3,2,3,3,4,2,4,3,2,4,5,5,3,1,4,Does not change
1802,No,No,No strong feelings (neutral),5,3,4,4,3,4,2,4,3,2,2,2,3,2,2,3,1,4,3,4,3,Does not change
1108,No,Yes,No strong feelings (neutral),2,4,1,1,4,5,3,3,1,2,3,2,5,5,3,2,1,2,1,2,3,Does not change
3818,Yes,No,More confident in vaccines,1,2,2,3,2,5,2,2,3,2,4,5,4,3,4,4,4,1,3,5,3,Positive
4093,Yes,No,More anxious about side effects,3,5,5,4,4,3,4,5,3,3,2,3,2,2,3,2,2,3,3,3,3,Positive
2752,No,No,No strong feelings (neutral),3,2,1,3,4,5,4,3,5,3,4,5,5,4,2,4,2,4,3,2,4,Does not change
172,No,No,No strong feelings (neutral),3,3,4,5,3,5,3,3,1,2,3,5,3,4,2,2,3,3,5,2,3,Does not change
1900,Yes,Yes,More motivated to protect others,3,2,3,2,1,4,3,5,4,1,1,1,2,4,4,5,4,4,2,1,3,Does not change
4450,Yes,Yes,NA,4,4,3,2,5,1,3,2,2,4,4,2,3,3,2,2,1,4,3,2,5,Positive
4454,Yes,No,No strong feelings (neutral),4,4,5,5,5,5,3,3,2,4,1,1,3,2,4,4,4,5,2,3,3,Does not change
1270,Yes,Yes,More confident in vaccines,3,4,4,2,2,4,3,1,3,1,4,2,3,2,1,5,2,1,3,2,1,Much more negative
92,No,Yes,More confident in vaccines,5,5,5,3,5,5,3,5,1,1,4,2,1,3,1,3,3,3,3,2,1,Does not change
169,No,Yes,No strong feelings (neutral),2,3,5,2,3,1,3,3,4,4,5,3,3,4,4,5,5,5,1,5,2,Much more negative
2617,No,Yes,More motivated to protect others,3,5,4,5,4,4,4,2,1,5,3,3,1,1,1,2,2,1,2,2,1,Positive
560,No,Yes,More confident in vaccines,3,2,2,2,2,2,3,4,3,3,3,1,3,4,2,5,3,3,1,5,4,Does not change
299,Yes,No,More confident in vaccines,2,4,4,4,2,4,4,3,3,1,4,1,1,1,4,4,2,4,1,4,2,Does not change
3774,No,No,No strong feelings (neutral),1,3,1,3,3,2,3,4,2,5,2,5,4,5,4,2,4,4,1,3,4,Does not change
4192,No,Yes,"More confident in vaccines, Overwhelmed",2,2,2,1,1,4,3,2,4,5,4,2,5,2,5,4,3,4,5,1,4,Does not change
2829,Yes,Yes,More confident in vaccines,5,3,2,4,5,5,4,2,3,2,5,3,2,5,3,2,1,3,3,4,1,Does not change
4342,Yes,No,More confident in vaccines,3,2,4,4,3,3,3,1,2,5,3,2,4,1,3,4,1,3,3,4,1,Does not change
4954,Yes,No,No strong feelings (neutral),1,3,2,5,4,3,4,2,3,4,1,3,4,3,4,3,4,4,3,2,5,Positive
4459,Yes,Yes,"More confident in vaccines, Overwhelmed",4,4,5,3,1,5,4,2,1,2,1,2,3,4,5,4,2,2,3,1,4,Does not change
3231,Yes,No,More confident in vaccines,5,4,5,5,5,4,4,2,2,3,2,2,3,2,3,1,5,3,1,3,5,Much more negative
3803,Yes,Yes,No strong feelings (neutral),2,3,1,2,3,3,4,3,2,5,4,3,4,4,5,5,4,5,3,4,5,Does not change
675,No,No,No strong feelings (neutral),4,5,4,1,5,5,1,3,3,4,2,3,4,3,4,3,2,5,3,4,1,Does not change
2716,No,No,No strong feelings (neutral),4,5,3,2,4,3,4,1,1,2,3,1,1,5,5,3,1,2,4,2,4,Does not change
209,Yes,Yes,More confident in vaccines,4,2,5,1,3,4,3,3,2,1,2,4,4,3,4,2,4,5,4,1,2,Does not change
3640,No,Yes,No strong feelings (neutral),3,5,4,4,4,3,5,4,5,1,3,3,4,2,4,1,3,2,1,3,1,Negative
2541,Yes,Yes,No strong feelings (neutral),5,5,2,3,4,3,3,2,4,1,5,2,2,1,3,2,1,1,3,4,1,Does not change
112,No,No,No strong feelings (neutral),4,4,1,4,2,5,2,4,1,4,2,2,4,5,4,5,2,3,2,2,3,Does not change
1320,No,No,No strong feelings (neutral),4,5,1,5,3,4,1,2,2,5,3,4,5,3,3,2,1,4,2,3,5,Does not change
376,No,Yes,NA,4,4,2,5,4,4,5,5,3,3,4,3,4,2,5,3,4,1,4,1,2,Does not change
843,No,No,No strong feelings (neutral),1,2,2,1,2,3,4,3,3,5,1,4,3,4,1,1,2,4,4,5,3,Much more negative
196,Yes,No,"More motivated to protect others, More confident in vaccines",3,5,5,3,3,1,3,4,3,3,2,1,3,4,1,2,4,1,2,3,3,Positive
3744,Yes,No,More motivated to protect others,5,2,5,2,2,2,2,3,5,5,2,3,5,4,2,4,4,5,3,1,1,Positive
2435,Yes,Yes,More motivated to protect others,5,3,3,2,4,3,4,1,4,5,4,1,2,3,1,1,2,1,3,2,4,Much more positive
3361,Yes,Yes,More motivated to protect others,3,5,5,5,2,3,4,1,5,2,1,3,1,1,3,4,3,4,1,1,3,Does not change
1316,No,No,No strong feelings (neutral),2,5,4,2,3,3,4,1,2,1,2,3,2,4,4,3,5,1,3,2,4,Negative
2437,No,No,No strong feelings (neutral),5,4,5,4,3,4,1,3,3,1,2,3,3,1,2,1,1,3,2,2,3,Does not change
3224,Yes,No,No strong feelings (neutral),4,4,2,4,3,5,2,1,3,3,5,2,3,4,5,4,5,2,3,4,4,Does not change
1256,Yes,Yes,No strong feelings (neutral),5,5,5,3,5,5,4,2,3,2,1,3,1,2,5,2,3,1,3,2,2,Does not change
4,Yes,No,No strong feelings (neutral),5,5,4,3,5,5,3,3,5,3,2,1,4,2,4,1,2,3,2,1,3,Does not change
2283,Yes,Yes,More motivated to protect others,4,2,4,2,4,4,3,2,5,1,3,1,3,4,2,1,1,2,3,1,2,Positive
3981,No,Yes,More confident in vaccines,5,1,2,4,5,4,3,2,5,2,1,2,1,1,1,4,3,3,1,1,1,Does not change
3636,Yes,Yes,More confident in vaccines,1,4,2,3,3,3,5,4,3,4,4,5,4,1,2,3,3,4,3,5,3,Positive
1139,No,Yes,NA,3,1,3,5,1,2,2,1,2,4,5,5,4,4,5,4,4,5,4,5,4,Much more positive
1303,No,No,No strong feelings (neutral),2,3,1,4,2,5,1,5,4,3,1,3,4,5,5,3,2,1,4,1,2,Does not change
515,Yes,Yes,No strong feelings (neutral),3,2,2,1,5,4,3,4,2,3,1,2,3,5,1,3,4,2,5,5,1,Does not change
1824,No,Yes,No strong feelings (neutral),4,3,4,4,2,1,1,3,3,1,1,1,4,2,5,2,3,1,2,2,5,Positive
1304,Yes,No,No strong feelings (neutral),2,1,3,5,2,4,2,2,2,5,5,5,1,1,5,4,1,5,3,2,2,Negative
1463,Yes,Yes,More confident in vaccines,3,4,4,4,2,2,1,5,1,1,2,3,1,1,2,3,1,3,3,3,2,Negative
4762,No,Yes,More motivated to protect others,4,3,2,5,4,4,2,5,4,3,1,1,2,1,3,2,2,3,1,2,2,Does not change
2324,Yes,No,More motivated to protect others,3,4,4,4,3,5,2,5,4,1,4,1,3,2,3,2,1,2,3,1,1,Much more positive
20,Yes,Yes,More confident in vaccines,5,2,4,5,4,4,2,2,3,4,1,2,1,1,2,1,3,1,3,1,2,Negative
917,No,No,No strong feelings (neutral),5,1,3,3,5,2,5,2,3,3,1,2,4,4,2,1,4,3,3,4,1,Does not change
462,Yes,Yes,More anxious about side effects,4,4,2,4,5,3,3,2,4,3,1,3,4,3,2,1,2,1,3,3,2,Does not change
225,Yes,Yes,More confident in vaccines,2,4,3,2,5,3,2,3,3,3,4,5,4,3,4,2,3,3,4,2,5,Does not change
1601,Yes,Yes,Overwhelmed,5,2,5,3,4,3,1,5,4,1,3,2,1,4,4,1,2,1,3,2,2,Does not change
1384,No,Yes,More anxious about side effects,5,5,5,5,5,2,3,1,4,3,2,3,2,2,2,2,2,3,1,2,1,Does not change
2447,No,Yes,No strong feelings (neutral),5,4,3,2,3,2,3,3,3,1,5,4,5,1,4,2,1,2,2,2,2,Does not change
3065,No,Yes,Overwhelmed,3,1,4,4,4,5,2,3,4,2,3,1,2,1,5,2,2,2,2,3,3,Does not change
3203,No,Yes,More motivated to protect others,3,3,4,4,3,5,3,3,3,3,5,3,1,2,4,5,1,1,1,2,1,Does not change
1421,Yes,Yes,More confident in vaccines,5,3,5,3,5,4,2,5,3,5,2,3,4,1,3,1,2,4,4,2,3,Much more positive
1949,Yes,No,No strong feelings (neutral),3,2,3,4,4,4,4,2,3,3,4,2,3,2,5,3,2,4,2,1,5,Does not change
925,Yes,Yes,Overwhelmed,3,1,4,2,3,5,2,4,3,5,4,5,5,4,5,5,2,4,1,4,5,Does not change
2672,No,Yes,No strong feelings (neutral),3,4,2,5,2,1,2,1,2,1,3,3,4,1,2,2,5,3,5,2,3,Positive
2331,No,No,No strong feelings (neutral),4,5,3,4,3,4,3,5,3,3,3,4,2,5,4,3,2,4,1,4,1,Does not change
865,No,No,No strong feelings (neutral),5,4,4,3,5,4,4,4,5,2,3,4,1,2,3,5,1,1,2,2,2,Does not change
1283,Yes,Yes,No strong feelings (neutral),5,4,5,3,5,3,4,4,5,3,1,1,3,2,1,4,2,2,2,1,1,Does not change
1330,No,No,NA,1,3,3,3,3,4,3,4,4,3,5,5,5,5,5,5,4,1,5,2,4,Much more negative
3323,No,No,More confident in vaccines,5,5,4,4,5,4,2,4,2,4,1,2,3,1,4,2,3,2,1,1,4,Much more negative
2753,Yes,No,No strong feelings (neutral),4,5,2,3,1,4,2,2,3,2,3,3,2,2,3,3,4,4,4,1,4,Does not change
2250,Yes,No,No strong feelings (neutral),2,5,4,2,2,3,2,4,3,3,4,1,5,3,2,1,4,1,3,1,1,Does not change
3091,No,Yes,No strong feelings (neutral),3,4,3,5,4,1,2,5,3,4,4,4,3,2,4,2,4,3,3,4,4,Does not change
2886,Yes,Yes,Overwhelmed,5,5,2,5,3,3,5,3,2,3,3,3,4,4,5,3,1,5,2,2,5,Does not change
2278,No,No,NA,2,5,1,2,4,3,4,2,5,4,3,5,5,4,3,3,4,5,4,2,2,Does not change
2571,No,Yes,No strong feelings (neutral),3,4,1,4,5,4,3,2,4,1,2,1,3,2,3,4,1,3,4,2,4,Positive
236,Yes,Yes,More confident in vaccines,4,2,5,4,4,5,3,2,4,2,3,1,4,3,1,3,1,1,1,1,2,Much more positive
230,No,No,No strong feelings (neutral),2,1,3,2,1,3,4,4,3,3,4,4,5,5,4,4,4,2,2,3,5,Does not change
2756,No,No,More motivated to protect others,5,5,5,4,2,5,4,3,3,1,3,1,2,2,1,2,1,2,3,1,3,Positive
3909,Yes,No,No strong feelings (neutral),4,4,2,4,1,1,4,3,4,2,1,5,3,5,5,3,5,4,4,2,5,Does not change
773,No,No,More motivated to protect others,5,4,5,4,5,3,2,1,2,2,1,3,5,2,3,3,4,2,1,3,3,Positive
3711,No,No,More anxious about side effects,5,5,2,4,2,2,3,3,1,4,2,5,4,4,5,2,2,4,1,2,1,Negative
3644,Yes,Yes,No strong feelings (neutral),4,3,2,2,5,4,1,4,2,2,3,2,2,3,5,4,5,3,3,3,1,Negative
3795,No,Yes,More confident in vaccines,3,2,1,1,1,1,5,2,1,5,3,5,5,4,5,1,2,1,1,5,5,Does not change
1381,No,No,No strong feelings (neutral),3,5,4,3,1,4,5,3,1,3,2,2,2,3,5,5,5,1,4,5,4,Much more negative
3201,No,No,NA,1,1,2,3,1,4,2,3,4,3,5,3,5,5,5,5,3,4,4,3,3,Much more negative
4875,No,No,No strong feelings (neutral),5,3,4,5,5,2,5,4,2,3,1,1,2,2,4,3,3,2,4,5,3,Does not change
1920,Yes,Yes,More motivated to protect others,4,3,3,4,4,3,1,1,3,2,2,3,5,2,4,1,4,2,1,1,3,Positive
495,Yes,Yes,No strong feelings (neutral),5,5,4,4,5,5,2,4,3,3,3,3,4,3,1,5,3,1,5,4,2,Does not change
2415,Yes,No,Overwhelmed,2,1,5,4,5,2,4,3,3,4,2,4,4,2,5,5,2,5,5,1,4,Negative
4058,Yes,Yes,More confident in vaccines,5,3,5,3,1,3,2,2,4,1,1,2,3,5,3,2,2,2,1,4,4,Does not change
524,Yes,No,No strong feelings (neutral),2,1,2,1,1,2,3,1,1,3,4,5,4,3,5,5,3,5,5,3,5,Does not change
2247,No,Yes,No strong feelings (neutral),5,5,5,3,5,5,4,1,1,2,1,1,5,1,4,1,1,2,1,2,3,Much more negative
2091,Yes,Yes,No strong feelings (neutral),1,2,5,4,3,2,2,5,3,5,4,3,4,5,3,5,4,1,3,3,1,Negative
3149,Yes,Yes,"More confident in vaccines, Overwhelmed",4,2,1,1,1,5,3,3,2,2,3,1,5,3,5,5,5,1,4,4,1,Much more positive
465,Yes,No,"More confident in vaccines, More anxious about side effects",1,3,1,2,1,1,4,4,5,3,4,4,4,3,5,5,3,1,3,1,4,Positive
3564,No,Yes,More motivated to protect others,3,4,5,5,3,2,5,4,2,1,4,4,2,1,1,3,1,1,3,1,2,Positive
1799,Yes,No,No strong feelings (neutral),3,5,5,4,4,3,3,3,4,3,3,1,1,2,1,3,3,4,2,3,2,Negative
1181,Yes,Yes,No strong feelings (neutral),5,5,2,5,5,2,3,4,3,3,3,3,3,1,4,1,3,2,3,2,1,Does not change
1440,No,Yes,No strong feelings (neutral),4,5,4,4,5,5,3,3,3,1,3,1,1,1,2,1,1,1,1,2,1,Much more positive
1086,Yes,Yes,More confident in vaccines,5,3,3,4,1,4,3,3,3,3,5,1,4,4,3,4,5,1,3,4,5,Does not change
3802,No,Yes,No strong feelings (neutral),3,5,5,5,5,4,5,5,5,4,2,3,2,4,4,2,2,2,3,3,5,Positive
4826,No,Yes,More motivated to protect others,3,3,5,4,5,3,3,3,3,1,5,5,3,4,3,3,3,5,2,4,4,Negative
2813,Yes,Yes,Overwhelmed,2,5,5,5,3,4,5,5,5,4,1,3,2,3,5,3,1,1,1,1,4,Does not change
2270,No,No,More anxious about side effects,3,4,5,3,5,3,2,1,5,3,1,5,3,3,4,3,3,3,1,1,1,Positive
3409,No,Yes,No strong feelings (neutral),5,3,4,2,1,1,2,4,1,2,1,4,4,3,2,3,3,3,4,1,1,Does not change
122,No,No,More anxious about side effects,4,3,4,5,2,2,4,1,3,1,1,2,4,2,3,1,5,4,3,2,3,Does not change
3026,No,No,No strong feelings (neutral),2,4,2,4,1,1,4,1,1,3,5,4,5,4,3,3,4,5,4,3,3,Does not change
3450,No,Yes,More confident in vaccines,5,5,3,4,2,2,4,3,4,2,4,2,3,1,1,5,1,1,2,3,3,Does not change
3101,No,Yes,More motivated to protect others,4,5,3,2,5,5,1,2,2,4,1,1,1,3,3,3,1,1,1,1,3,Does not change
4059,No,Yes,More confident in vaccines,5,5,5,4,1,4,3,3,3,3,4,2,1,3,1,3,2,3,3,1,1,Much more positive
2383,No,No,"More confident in vaccines, Overwhelmed",3,5,2,1,2,3,2,2,1,3,3,4,5,5,5,5,2,5,4,5,3,Does not change
1812,Yes,Yes,More motivated to protect others,5,3,3,5,5,5,2,4,4,4,4,1,2,2,4,1,5,1,4,5,3,Negative
1550,Yes,No,More anxious about side effects,5,3,3,2,3,3,2,4,2,3,5,5,3,3,5,4,4,1,5,2,5,Negative
4083,No,Yes,More motivated to protect others,5,5,2,4,5,4,3,2,4,1,3,1,3,2,4,1,3,3,4,1,1,Does not change
18,No,No,No strong feelings (neutral),3,1,1,1,1,1,3,4,4,1,5,3,4,3,4,4,5,3,2,4,3,Does not change
366,No,Yes,No strong feelings (neutral),3,3,1,2,5,4,4,5,4,5,4,4,3,3,2,2,5,4,5,1,2,Does not change
1174,Yes,Yes,No strong feelings (neutral),4,3,4,4,5,5,3,1,3,4,2,3,2,1,2,2,3,2,2,4,3,Does not change
842,No,Yes,More motivated to protect others,2,2,4,4,3,2,3,4,3,5,1,3,1,2,1,2,1,1,3,5,3,Does not change
4551,No,Yes,More confident in vaccines,4,5,3,5,3,5,4,5,2,2,4,2,4,1,1,3,2,1,3,4,2,Much more positive
2547,No,Yes,No strong feelings (neutral),2,2,4,4,4,5,4,4,1,2,4,2,5,3,3,2,4,3,4,4,5,Does not change
2890,Yes,Yes,Overwhelmed,2,2,3,3,2,1,2,1,2,5,3,5,2,3,5,4,5,4,4,3,5,Positive
1342,Yes,No,NA,1,2,5,1,3,3,1,2,5,5,4,5,2,2,4,2,4,5,3,4,3,Does not change
4370,No,No,No strong feelings (neutral),3,2,2,3,4,4,4,4,3,3,2,4,5,2,5,4,4,3,1,4,3,Negative
1379,No,No,No strong feelings (neutral),5,3,4,3,4,3,3,2,2,3,3,4,2,3,4,2,4,4,4,4,2,Does not change
1594,No,Yes,More anxious about side effects,3,5,2,5,4,3,3,2,3,2,4,3,1,1,4,3,4,1,5,5,1,Does not change
3958,No,Yes,More confident in vaccines,5,4,5,5,4,1,2,1,2,1,1,3,4,4,3,1,2,3,2,1,1,Positive
4506,No,Yes,No strong feelings (neutral),5,3,3,4,3,5,4,3,3,1,3,2,1,3,3,5,3,4,2,2,3,Does not change
2914,Yes,Yes,More confident in vaccines,5,5,5,5,2,5,2,4,5,2,2,3,4,1,3,3,1,1,3,1,3,Positive
3247,Yes,No,NA,1,5,5,5,5,2,2,5,2,4,3,5,3,4,3,3,3,2,4,2,3,Much more positive
731,Yes,No,No strong feelings (neutral),5,4,5,2,3,3,4,2,4,3,1,2,3,3,5,1,1,1,2,1,4,Positive
2096,No,No,NA,4,5,1,5,1,3,3,1,3,5,5,4,2,1,2,2,4,3,2,2,2,Negative
4656,Yes,Yes,More confident in vaccines,3,5,2,5,3,2,5,2,2,3,2,2,1,3,3,1,1,4,4,3,3,Does not change
1267,No,Yes,Overwhelmed,3,5,2,5,4,1,5,3,5,2,2,3,2,3,5,3,5,1,3,1,5,Does not change
25,No,Yes,Overwhelmed,4,5,3,2,2,3,1,3,4,2,1,5,5,4,5,5,5,4,1,2,5,Does not change
3918,Yes,Yes,No strong feelings (neutral),2,4,5,4,5,5,5,4,4,4,4,3,3,3,2,1,2,1,2,3,3,Negative
4682,No,Yes,No strong feelings (neutral),2,3,5,1,4,5,1,5,5,4,2,2,1,2,1,5,4,3,3,1,2,Does not change
4816,Yes,Yes,More confident in vaccines,4,3,5,4,5,4,3,4,1,2,3,5,3,2,4,1,1,4,4,3,1,Does not change
3901,Yes,Yes,"Overwhelmed, More anxious about side effects",5,1,1,2,5,2,4,5,2,4,1,4,3,3,5,3,5,4,4,2,3,Does not change
2802,Yes,Yes,More confident in vaccines,5,5,2,4,5,4,3,3,2,3,2,3,2,1,1,5,1,3,1,2,1,Positive
4629,No,No,No strong feelings (neutral),1,4,1,4,5,5,4,3,3,4,4,3,2,2,1,4,3,4,2,4,1,Does not change
423,Yes,Yes,More confident in vaccines,5,4,3,3,5,4,3,4,3,2,1,2,3,1,1,1,2,2,1,2,2,Positive
665,Yes,Yes,No strong feelings (neutral),1,2,2,5,4,4,4,5,2,2,2,3,3,2,3,1,4,3,1,3,4,Positive
3378,Yes,No,Overwhelmed,3,2,1,3,4,2,2,4,4,3,2,3,4,4,5,1,5,2,4,4,4,Does not change
3845,No,No,"More motivated to protect others, More anxious about side effects",5,2,2,2,5,1,4,2,5,3,3,1,3,3,1,2,4,4,3,5,2,Positive
28,Yes,No,NA,4,5,3,2,2,3,2,2,1,3,1,3,2,1,4,3,3,3,2,3,3,Does not change
4817,Yes,Yes,NA,5,1,4,5,5,4,3,4,3,2,4,5,3,4,3,4,3,2,2,2,5,Does not change
2713,No,No,No strong feelings (neutral),4,2,4,5,1,2,5,4,5,4,2,1,5,4,5,2,2,4,1,1,3,Negative
3963,No,Yes,Overwhelmed,4,1,4,2,5,2,1,5,2,2,5,3,1,4,4,5,1,1,2,3,3,Positive
1808,No,Yes,No strong feelings (neutral),4,5,3,3,4,5,2,2,5,1,2,2,4,3,4,2,3,2,1,1,1,Does not change
4237,No,No,No strong feelings (neutral),3,3,2,4,2,5,4,5,4,3,4,4,4,4,4,5,4,3,2,2,2,Does not change
3817,No,No,More confident in vaccines,3,5,3,5,5,5,3,2,4,3,2,3,2,2,5,1,1,4,1,1,3,Much more positive
4614,No,Yes,More confident in vaccines,1,3,2,2,3,3,4,2,4,4,3,2,1,5,2,3,1,3,4,1,4,Does not change
3602,Yes,Yes,More confident in vaccines,3,4,5,3,3,2,2,3,1,1,1,3,1,2,4,4,4,5,2,3,3,Positive
1375,Yes,Yes,More confident in vaccines,5,5,3,3,5,1,3,5,4,1,2,5,1,2,1,3,3,1,3,2,2,Does not change
1865,Yes,No,No strong feelings (neutral),1,2,4,4,5,3,4,4,2,3,1,4,3,5,4,1,5,4,3,3,3,Does not change
2712,Yes,Yes,More confident in vaccines,3,1,3,5,3,5,5,3,4,1,4,1,2,3,2,3,3,3,1,2,2,Positive
2835,Yes,Yes,More motivated to protect others,4,3,2,5,1,5,2,2,5,2,2,5,1,1,1,4,4,5,1,2,2,Positive
3413,No,No,NA,4,1,1,2,1,3,3,1,5,4,3,2,2,4,3,2,4,5,5,5,4,Does not change
1502,No,Yes,More confident in vaccines,4,4,5,4,3,1,2,2,3,3,4,3,3,1,1,3,4,3,4,1,1,Does not change
995,Yes,No,No strong feelings (neutral),5,4,1,3,1,1,1,1,1,5,5,3,4,4,5,2,3,4,3,5,5,Does not change
1237,Yes,No,More confident in vaccines,5,4,4,4,2,5,5,4,5,2,1,2,3,2,3,2,2,2,1,4,1,Does not change
245,No,No,No strong feelings (neutral),1,1,2,1,4,4,4,4,2,3,4,2,2,2,2,2,2,4,1,1,3,Negative
3030,Yes,Yes,No strong feelings (neutral),5,5,5,5,5,5,3,2,1,1,5,1,5,2,2,1,1,3,1,2,1,Much more positive
1151,Yes,Yes,More motivated to protect others,4,1,1,2,5,5,5,1,2,3,4,2,2,1,2,2,2,5,3,1,1,Much more positive
923,Yes,No,No strong feelings (neutral),5,5,1,3,4,5,4,5,3,3,3,1,3,1,1,3,1,3,1,5,5,Does not change
800,Yes,No,More confident in vaccines,2,5,2,4,1,3,2,1,3,4,4,4,3,1,5,3,3,1,2,1,3,Positive
686,No,No,No strong feelings (neutral),3,3,3,3,4,2,3,3,3,3,4,5,3,3,3,4,3,4,5,4,1,Negative
1890,No,No,No strong feelings (neutral),2,3,5,3,1,3,4,4,5,2,3,3,3,2,5,3,5,3,3,5,5,Much more negative
4586,Yes,Yes,More motivated to protect others,5,5,2,5,5,3,3,4,5,5,3,1,2,1,3,3,3,2,2,2,2,Negative
